gene_id,890_hisat2,913_hisat2,933_hisat2
BBB50_RS20970,2115,1459,1216
BBB50_RS20990,2963,1871,1995
BBB50_RS21000,3033,3164,2508
BBB50_RS21005,0,0,0
BBB50_RS21010,349,123,64
BBB50_RS21015,8283,1661,1420
BBB50_RS21020,7664,7102,6179
BBB50_RS21035,1436,1142,1519
BBB50_RS21040,1521,569,622
BBB50_RS21045,430,265,310
BBB50_RS21050,1770,1844,2068
BBB50_RS21055,570,403,420
BBB50_RS21060,182,143,171
BBB50_RS21070,21681,8111,8315
BBB50_RS21075,4311,3811,3608
BBB50_RS21080,89,90,300
BBB50_RS21085,4,0,0
BBB50_RS21090,413,307,276
BBB50_RS21095,2367,2364,1924
BBB50_RS21100,812,478,445
BBB50_RS21105,2284,1436,1106
BBB50_RS21110,349,245,68
BBB50_RS21115,390,279,108
BBB50_RS21120,1519,1126,625
BBB50_RS21125,563,247,106
BBB50_RS21130,323,167,104
BBB50_RS21135,959,373,229
BBB50_RS21140,907,419,353
BBB50_RS21145,26842,2653,6299
